id    source    source_cleaned    popularity
31540    fusta    fusta    235
31541    fustán    fustan    35
31542    fuslor    fuslor    9
31543    fuslina    fuslina    14
31544    fusique    fusique    15
31545    fusionar    fusionar    188
31546    fusilero    fusilero    53
31547    fusilería    fusileria    30
31548    fusilazo    fusilazo    16
31549    fusilar    fusilar    688
31550    fusilamiento    fusilamiento    352
31551    fusiladora    fusiladora    17
31552    fusilador    fusilador    104
31553    fusil    fusil    779
31554    fusiforme    fusiforme    40
31555    fusible    fusible    166
31556    fusión    fusion    701
31557    fuselaje    fuselaje    83
31558    fusco    fusco    41
31559    fusca    fusca    62
31560    "fusado, da, fuselado, da"    "fusado da fuselado da"    26
31561    fusa    fusa    90
31562    furunculoso    furunculoso    11
31563    furunculosa    furunculosa    8
31564    furtivo    furtivo    240
31565    furtivamente    furtivamente    148
31566    furtiva    furtiva    168
31567    furor    furor    284
31568    furo    furo    69
31569    furioso    furioso    438
31570    furiosamente    furiosamente    75
31571    furiosa    furiosa    200
31572    furibundo    furibundo    150
31573    furibunda    furibunda    100
31574    furial    furial    31
31575    furia    furia    579
31576    furgoneta    furgoneta    497
31577    furgón    furgon    203
31578    furcia    furcia    113
31579    fura    fura    107
31580    furúnculo    furunculo    90
31581    funifera    funifera    16
31582    funiculoso    funiculoso    25
31583    funiculosa    funiculosa    13
31584    funicular    funicular    190
31585    fungoso    fungoso    23
31586    fungosidad    fungosidad    15
31587    fungosa    fungosa    16
31588    fungoidea    fungoidea    12
31589    fungo    fungo    43
31590    fungivora    fungivora    20
31591    fungita    fungita    15
31592    fungir    fungir    226
31593    fungiforme    fungiforme    22
31594    fungón    fungon    8
31595    fungóideo    fungoideo    10
31596    fungívoro    fungivoro    12
31597    funesto    funesto    324
31598    funestar    funestar    39
31599    funestamente    funestamente    26
31600    funesta    funesta    210
31601    funerea    funerea    15
31602    funerario    funerario    86
31603    funeraria    funeraria    155
31604    funeral    funeral    1784
31605    funebre    funebre    472
31606    fundo    fundo    514
31607    fundir    fundir    923
31608    fundilario    fundilario    22
31609    fundidor    fundidor    109
31610    fundición    fundicion    259
31611    fundibulario    fundibulario    40
31612    fundible    fundible    56
31613    fundar    fundar    1152
31614    fundamento    fundamento    520
31615    fundamentar    fundamentar    204
31616    fundamentalmente    fundamentalmente    107
31617    fundamental    fundamental    725
31618    fundadora    fundadora    89
31619    fundador    fundador    311
31620    fundado    fundado    431
31621    fundadamente    fundadamente    69
31622    fundación    fundacion    594
31623    funda    funda    858
31624    fundíbulo    fundibulo    19
31625    funcionario    funcionario    1148
31626    funcionar    funcionar    1647
31627    funcionamiento    funcionamiento    806
31628    función    funcion    969
31629    funambula    funambula    232
31630    funífero    funifero    17
31631    funículo    funiculo    15
31632    funéreo    funereo    23
31633    funámbulo    funambulo    143
31634    fumoso    fumoso    37
31635    fumosidad    fumosidad    25
31636    fumosa    fumosa    27
31637    fumorola    fumorola    28
31638    fumivora    fumivora    24
31639    fumigatorio    fumigatorio    30
31640    fumigatoria    fumigatoria    25
31641    fumigar    fumigar    399
31642    fumigador    fumigador    101
31643    fumigación    fumigacion    118
31644    fumifuga    fumifuga    24
31645    fumifera    fumifera    17
31646    fumear    fumear    52
31647    fumaria    fumaria    30
31648    fumarada    fumarada    27
31649    fumar    fumar    2005
31650    fumante    fumante    59
31651    fumadora    fumadora    55
31652    fumador    fumador    208
31653    fumadero    fumadero    52
31654    fumada    fumada    77
31655    fumívoro    fumivoro    12
31656    fumífugo    fumifugo    11
31657    fumífero    fumifero    10
31658    fulminoso    fulminoso    24
31659    fulminosa    fulminosa    22
31660    fulminea    fulminea    25
31661    fulminato    fulminato    18
31662    fulminar    fulminar    319
31663    fulminante    fulminante    264
31664    fulminador    fulminador    27
31665    fulminado    fulminado    130
31666    fulminación    fulminacion    36
31667    fulmínico    fulminico    18
31668    fulmíneo    fulmineo    32
31669    fullona    fullona    42
31670    fullet    fullet    28
31671    fullero    fullero    72
31672    fullerito    fullerito    36
31673    fullería    fulleria    38
31674    fuliginoso    fuliginoso    26
31675    fuliginosa    fuliginosa    24
31676    fulgurar    fulgurar    230
31677    fulgurante    fulgurante    180
31678    fulgora    fulgora    44
31679    fulgor    fulgor    540
31680    fulgida    fulgida    50
31681    fulgente    fulgente    78
31682    fulgecer    fulgecer    43
31683    fulero    fulero    74
31684    fulano    fulano    432
31685    fulanito    fulanito    129
31686    fulanita    fulanita    85
31687    fulana    fulana    247
31688    fuina    fuina    143
31689    fugitivo    fugitivo    176
31690    fugitiva    fugitiva    88
31691    fugaz    fugaz    1025
31692    fugar    fugar    601
31693    fugado    fugado    288
31694    fugada    fugada    93
31695    fugacidad    fugacidad    225
31696    fuga    fuga    1472
31697    fufú    fufu    56
31698    fuete    fuete    217
31699    fuerza    fuerza    3688
31700    fuertemente    fuertemente    334
31701    "fuertecico, illo, ito"    "fuertecico illo ito"    74
31702    fuerte    fuerte    6575
31703    fuero    fuero    710
31704    fuercecilla    fuercecilla    68
31705    fuerceciita    fuerceciita    63
31706    fuera-borda    fueraborda    110
31707    fuera    fuera    7338
31708    fuer(A)    fuera    174
31709    "fuentecica, illa, ita, zuela"    "fuentecica illa ita zuela"    114
31710    fuente    fuente    5096
31711    fuelle    fuelle    268
31712    fuellar    fuellar    104
31713    fuel    fuel    1495
31714    fuego    fuego    7037
31715    fucsia    fucsia    249
31716    fucha    fucha    200
31717    fucacea    fucacea    169
31718    fucáceo    fucaceo    100
31719    fu    fu    319
31720    fruto    fruto    0
31721    frutillar    frutillar    59
31722    frutilla    frutilla    232
31723    fruticultura    fruticultura    64
31724    fruticoso    fruticoso    36
31725    fruticosa    fruticosa    30
31726    frutescente    frutescente    30
31727    frutero    frutero    173
31728    frutera    frutera    122
31729    frutería    fruteria    513
31730    frutar    frutar    171
31731    frutal    frutal    141
31732    frutaje    frutaje    50
31733    fruta    fruta    1150
31734    frustratorio    frustratorio    30
31735    frustratoria    frustratoria    32
31736    frustrar    frustrar    295
31737    frustrante    frustrante    131
31738    frustranea    frustranea    27
31739    frustración    frustracion    216
31740    frustráneo    frustraneo    16
31741    fruslero    fruslero    27
31742    fruslera    fruslera    31
31743    fruslería    frusleria    62
31744    fruncir    fruncir    0
31745    fruncimiento    fruncimiento    33
31746    fruncidor    fruncidor    26
31747    fruncido    fruncido    195
31748    fruncida    fruncida    53
31749    frunce    frunce    132
31750    frumenticio    frumenticio    26
31751    frumenticia    frumenticia    18
31752    frumentario    frumentario    29
31753    frumentaria    frumentaria    26
31754    fruitivo    fruitivo    61
31755    fruitiva    fruitiva    100
31756    fruir    fruir    65
31757    fruición    fruicion    124
31758    fruglidad    fruglidad    20
31759    frugivora    frugivora    21
31760    frugalmente    frugalmente    32
31761    frugal    frugal    428
31762    frugívoro    frugivoro    42
31763    fructuosamente    fructuosamente    25
31764    fructoso    fructoso    38
31765    fructosa    fructosa    48
31766    fructivora    fructivora    27
31767    fructificar    fructificar    112
31768    "fructificador ra"    "fructificador ra"    28
